Protein.Group	Protein.Names	Genes	First.Protein.Description	/ip-proteomics/ms-convert-output/2ul_CG_1.mzML	/ip-proteomics/ms-convert-output/2ul_CG_2.mzML	/ip-proteomics/ms-convert-output/2ul_CG_3.mzML	/ip-proteomics/ms-convert-output/2ul_CG_4.mzML	/ip-proteomics/ms-convert-output/2ul_CG_5.mzML	/ip-proteomics/ms-convert-output/2ul_CG_6.mzML	/ip-proteomics/ms-convert-output/2ul_CG_7.mzML	/ip-proteomics/ms-convert-output/2ul_CG_8.mzML	/ip-proteomics/ms-convert-output/2ul_CG_9.mzML	/ip-proteomics/ms-convert-output/2ul_CG_10.mzML
E9PX28	E9PX28_MOUSE	Pcdh10	Protocadherin 10	29290.4	26137.1	24317.2	23067	24950.1	23991.4	27507.6	25943.9	25936.2	23104.5
E9PX29	E9PX29_MOUSE	Sptbn4	Spectrin beta chain	55798.8	52021.3	60916.4	58218	54546.5	55641.8	56097.4	59657.9	62809	62224
E9PXF0	E9PXF0_MOUSE	Pcdh17	Protocadherin 17	2439.94		3766.53			3951.92			2494.45	
E9PXF8	MTMRD_MOUSE	Sbf2	Myotubularin-related protein 13	1556.76		1484.93			2809.66		2373.5		1944.69
E9PY16	E9PY16_MOUSE	Adap1	ArfGAP with dual PH domains 1	939.511		1327	1888.18		783.973	1308.13	911.789	1083.88	996.905
E9PY46	IF140_MOUSE	Ift140	Intraflagellar transport protein 140 homolog								8407.03		13773.9
E9PYD1	E9PYD1_MOUSE	Fam98c	Family with sequence similarity 98, member C	1913.35									
E9PYF4	E9PYF4_MOUSE	Lmo7	LIM domain only 7	58492.5	64056.1	63161.6	67671.3	65453.7	65959.9	68910	70322.4	70600.8	65687.4
E9PZ19	TUTLB_MOUSE	Igsf9b	Protein turtle homolog B	10659.7	7957.83	8726.23	9837.59	8884.12	7984.67	8755.69	8540.01	10016.5	9600.61
E9PZF7	E9PZF7_MOUSE	Slc25a53	Solute carrier family 25, member 53	915.116									939.506
E9PZK8	E9PZK8_MOUSE	Vmn2r94	Vomeronasal 2, receptor 94	1603.91								2956.49	
E9PZM4	CHD2_MOUSE	Chd2	Chromodomain-helicase-DNA-binding protein 2					9860.56	14862.8		14808.8	6196.8	20270.6
E9PZP8	E9PZP8_MOUSE	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	1513.7		3115.99			3426.15				
E9PZQ0	RYR1_MOUSE	Ryr1	Ryanodine receptor 1	5513.31				23575.9	30644.6	36192.5	19240.8	16336.3	24819.9
E9Q0F0	E9Q0F0_MOUSE	Krt78	Keratin 78	49880.7		233749	856542	319191	628899	2.11358e+06	750536	665678	534738
E9Q1M1	E9Q1M1_MOUSE	Pdzd2	PDZ domain containing 2	1480.94		2161.29	3009.27	2581.18	2600.44	2996.86	2740.14	2935.85	1939.51
E9Q238	E9Q238_MOUSE	Kank1	KN motif and ankyrin repeat domains 1	1175.89		1680.59	1763.14	1881.07	1600.98	1559.01	1183.06	1023.29	1348
E9Q295	E9Q295_MOUSE	Gm973	Predicted gene 973	18809.8	27804.1	24880.5	20861.4	26617.8	28560		21975.2	27791.6	
E9Q2E4	E9Q2E4_MOUSE	Hectd4	HECT domain E3 ubiquitin protein ligase 4	6820.44		6902.08	10703.5	8848.28	7695.69	8024.29	7666.27	6196.98	5987
E9Q394	AKP13_MOUSE	Akap13	A-kinase anchor protein 13	447.218									
E9Q3C1	C2CD2_MOUSE	C2cd2	C2 domain-containing protein 2	2911.15									
E9Q3L2	PI4KA_MOUSE	Pi4ka	Phosphatidylinositol 4-kinase alpha	24548.1	23962.6	25911.3	24109.4	24650.5	25203.2	25197.7	25355.9	25668.7	25924.8
E9Q3M9	E9Q3M9_MOUSE	Cracdl	Capping protein inhibiting regulator of actin like	90493.3	74303.7	89099.2	99786.1	93423.2	94665.6	94907	102667	101911	101985
E9Q401	RYR2_MOUSE	Ryr2	Ryanodine receptor 2	46700.3	61618.6	52352.3	64606.5	53917.8	64616.7	53701.4	59920.1	53383.7	63076.1
E9Q411	E9Q411_MOUSE	Nbas	Neuroblastoma amplified sequence	3773.71		3937.34	17139.5					2558.84	
E9Q414	APOB_MOUSE	Apob	Apolipoprotein B-100		230625		17775.7		21604.3		15901.9		20724
E9Q4S1	PDE8B_MOUSE	Pde8b	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B	1696.89	3423.01	2041.89	2359.9	2113.54	2221.53	1797.16	1971.89	1670.43	2673.77
E9Q557	DESP_MOUSE	Dsp	Desmoplakin	6472.04	118342	9715.01	27198.5	13662.8	20882.7	66233.6	52667.7	16376.9	21314.8
E9Q5C9	NOLC1_MOUSE	Nolc1	Nucleolar and coiled-body phosphoprotein 1	4102.53		7385.36	6912.95	9903.37	7004.75	5293.53	4122.82	5729.24	4125.85
E9Q5K9	YTDC1_MOUSE	Ythdc1	YTH domain-containing protein 1	6335.86				5539.01			9990.46		
E9Q616	E9Q616_MOUSE	Ahnak	AHNAK nucleoprotein (desmoyokin)	5349.67	26236.9	10562.8	12525.3	10607.3	10564.2	21317.9	31510.6	7233.91	11660.7
E9Q634	MYO1E_MOUSE	Myo1e	Unconventional myosin-Ie	9017.54	18456.2	10952.5	9546.35	11275.5	12062.5	10099.3	10995.9	10107.9	9985.83
E9Q6C8	XKR6_MOUSE	Xkr6	XK-related protein 6	991.048		1466.24	2402.39	726.662		1329.69	1256.13	1311.72	962.733
E9Q6H8	E9Q6H8_MOUSE	Plekha5	Pleckstrin homology domain containing, family A member 5	29363.9	25667.6	26435.9	26407.1	24285.2	24946.6	27204.7	26918.7	28377.4	27951
E9Q6P5	TTC7B_MOUSE	Ttc7b	Tetratricopeptide repeat protein 7B	13490.4	18770	15280.1	17682.5	14549.1	16903.8	14419.8	16738.3	14801.7	15683.9
E9Q6Y8	E9Q6Y8_MOUSE	Usp31	ubiquitinyl hydrolase 1	8401.11	14096.2	8083.02	10416.3	9634.13	10001	7910.63	9288.7	9068.89	9211.59
E9Q777	E9Q777_MOUSE	Akap11	A kinase (PRKA) anchor protein 11	7293.34									
E9Q7G0	NUMA1_MOUSE	Numa1	Nuclear mitotic apparatus protein 1	2213.86	19424.3	9940.01	9246.59	14193.9	8880.47	5804.79	4602.46	4973.12	5750.66
E9Q7P2	E9Q7P2_MOUSE	Cacna1i	Voltage-dependent T-type calcium channel subunit alpha	873.822									
E9Q7T7	CHADL_MOUSE	Chadl	Chondroadherin-like protein	388.135			410.736	848.146		1154.9		560.934	
E9Q7X7	NRX2A_MOUSE	Nrxn2	Neurexin-2	3389.35		2843.96	3290.23	5218.62	4173.08	3909.59	2932.42	3432.41	3184.81
E9Q842	E9Q842_MOUSE	Nav2	Neuron navigator 2	1647.16		2244.8	2163.52	2005.18	2715.02	2784.24	3263.54	2229.01	
E9Q8I9	FRY_MOUSE	Fry	Protein furry homolog	49349.4	57113.5	48418.3	48587	41053.6	47187.5	44834.1	44844.7	38404.8	40255.1
E9Q912	GDS1_MOUSE	Rap1gds1	Rap1 GTPase-GDP dissociation stimulator 1	3576.49	6702.22	3018.31	4162.08	3496.57	3526.45	4344.7	3372.94	3311.85	2806.42
E9Q9B3	E9Q9B3_MOUSE	Spryd3	SPRY domain containing 3	7915.98		5759.96	6609.96	6536.42	6702.05	6315.44	5310.47	5205.26	5161.49
E9Q9B7	E9Q9B7_MOUSE	Kidins220	Kinase D-interacting substrate 220	3920.49		6205.06	3664.93	8374.13	10395.1	4725.56	4940.75	5309.19	9376.12
E9Q9K8	E9Q9K8_MOUSE	Akap6	A kinase (PRKA) anchor protein 6				32017.2		31629.6	8568.57	21856.6	5222.63	32767.5
E9Q9R9	DLG5_MOUSE	Dlg5	Disks large homolog 5	6093.24	13758.2	6425.28	7090.73	7868.4	7439.83	6222.85	7695.67	5609.3	4204.37
E9QAT4	SC16A_MOUSE	Sec16a	Protein transport protein Sec16A	5426.1		2989.63					2381.37		1563.09
F2Z3U3	F2Z3U3_MOUSE	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	2529.44		3525.05	1525.25	3922.87				3207.21	
F6QRE9	ERIC3_MOUSE	Erich3	Glutamate rich 3	24505.4									
F6SEU4	SYGP1_MOUSE	Syngap1	Ras/Rap GTPase-activating protein SynGAP	515455	347556	504091	471111	431153	437442	480183	489936	504238	485842
F6TQW2	F6TQW2_MOUSE	Ighg2c	Immunoglobulin heavy constant gamma 2C (Fragment)	197191	460125	67742.6	34031.4	24062.6	14906.6	12922	9348	4526.94	5503.94
F7BAB2	F7BAB2_MOUSE	Tmem132b	Transmembrane protein 132B	5518.75		5605.76	6452.63	4085.6	5310.43	5244.38	4313.65	3651.3	5138.91
F8VPK8	F8VPK8_MOUSE	Pcdh9	Protocadherin 9	2687.47		3188.33		6327.43	5789.69			3406.47	3056.63
F8VPP8	F8VPP8_MOUSE	Zc3h7b	Zinc finger CCCH type containing 7B	3709.49		1510.59	4485.32	2565.84	1589.6	1456.59	3159.92	1866.32	1490.09
F8VPU2	FARP1_MOUSE	Farp1	FERM, ARHGEF and pleckstrin domain-containing protein 1	50089.5	36281.3	40424.9	40236.1	39633.4	38489.6	42685.6	41352.1	44834.4	39383.7
F8VQ05	F8VQ05_MOUSE	Fryl	FRY like transcription coactivator	18127.3	10768.5	10502.1	13256.1	13282.7	12521.9	12592.3	11229	10785.2	12165.7
F8VQB6	MYO10_MOUSE	Myo10	Unconventional myosin-X	8571.14		6198					15350.6	7984.22	
F8VQC1	F8VQC1_MOUSE	Srp72	Signal recognition particle subunit SRP72	1110.2							2443.89		
F8VQG7	F8VQG7_MOUSE	N4bp2	NEDD4 binding protein 2	1284.97									
F8VQK3	F8VQK3_MOUSE	Gucy1a2	guanylate cyclase	3374.8	8005.37	3763.8	4630.58	4593.91	4790.86	3569.3	4133.95	3723.22	3993.98
G3X972	G3X972_MOUSE	Sec24c	Sec24 related gene family, member C (S. cerevisiae)	403.025		764.348		1012.71			597.883	278.179	
G3X9C2	FBX50_MOUSE	Nccrp1	F-box only protein 50		3238.67		1228			3335.06	2835.95		
G3X9J0	SI1L3_MOUSE	Sipa1l3	Signal-induced proliferation-associated 1-like protein 3	31151	29418.4	31392.3	29768.4	32310.5	32743	35791	34877.1	35318.8	33069.8
G3X9N3	G3X9N3_MOUSE	Pnma8b	PNMA family member 8B	1900.75								1076.9	2090.58
G3XA20	G3XA20_MOUSE	Grip2	Glutamate receptor interacting protein 2	4969.45		6567.27	7499.51	6586.57	9845.17	7776.56	6983.73	5376.98	7938.04
G3XA50	G3XA50_MOUSE	Lrrc10b	Leucine rich repeat containing 10B	23299.7									
G3XA57	RFIP2_MOUSE	Rab11fip2	Rab11 family-interacting protein 2	26834.1	47081.8	21693.9	24413.8	24603.6	20401	24297.7	21960.6	22435.7	23507.4
G5E829	AT2B1_MOUSE	Atp2b1	Plasma membrane calcium-transporting ATPase 1	44045	82913.2	46219.1	48153.8	48791.4	50807.6	54494.1	47658.1	39784.9	41085.3
G5E870	TRIPC_MOUSE	Trip12	E3 ubiquitin-protein ligase TRIP12	1103.27		1526.69	2354.64	1434.17	2461.27		1159.99	1685.03	1233.52
G5E8G3	G5E8G3_MOUSE	Opcml	Opioid binding protein/cell adhesion molecule-like	454827	400628	536743	490969	466326	476373	466400	508747	533738	627267
G5E8K5	ANK3_MOUSE	Ank3	Ankyrin-3	171899	139915	178362	167152	164535	168273	160275	169646	181953	176523
L0N7N1	KIF14_MOUSE	Kif14	Kinesin-like protein KIF14					3346.04			5352.3		
O08529	CAN2_MOUSE	Capn2	Calpain-2 catalytic subunit	1759.98		2578.19		2437.54			3514.9	1735.61	
O08530	S1PR1_MOUSE	S1pr1	Sphingosine 1-phosphate receptor 1	1387.59	2579.29	1861.9	1513.77	2480.83		943.913	1251.58	1415.85	1591.69
O08532	CA2D1_MOUSE	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1	117133	86662	120118	109808	103968	101151	110543	120588	122723	109041
O08539	BIN1_MOUSE	Bin1	Myc box-dependent-interacting protein 1	9426.82	21394.6	12267.7	13384.7	13851.5	15384.1	12393	10722.7	12577.8	12740.3
O08547	SC22B_MOUSE	Sec22b	Vesicle-trafficking protein SEC22b	1733.59		3080.66			3264.96	3505.29		3938.84	
O08553	DPYL2_MOUSE	Dpysl2	Dihydropyrimidinase-related protein 2	58579.4	68437.8	50679.6	54754.4	54502.2	65522.3	45302	48848.3	45695.6	52181.6
O08573	LEG9_MOUSE	Lgals9	Galectin-9	2361.07		2747.78	2435.59	3603.88		3060.54	2493.94	2800.06	4233.97
O08576	RUN3A_MOUSE	Rundc3a	RUN domain-containing protein 3A	13745.9	9383.51	9311.95	8414	10250.1	8654.26	9744.07	7366.98	8339.06	6789.3
O08579	EMD_MOUSE	Emd	Emerin	4819.11				7577.79				7211.5	
O08582	GTPB1_MOUSE	Gtpbp1	GTP-binding protein 1	11301.9		14576							
O08585	CLCA_MOUSE	Clta	Clathrin light chain A	55050.3	41997.7	55859.9	47862	51997.1	51061.9	43431.2	37236.7	37401.1	45941.8
O08599	STXB1_MOUSE	Stxbp1	Syntaxin-binding protein 1	15488.9	30346	17358.8	16304.8	18321.8	20133.3	20340.4	16600.2	17012.2	16506.5
O08672	KIFC2_MOUSE	Kifc2	Kinesin-like protein KIFC2	3172.6									
O08688	CAN5_MOUSE	Capn5	Calpain-5	20537.4	21848	20609.4	21281.8	23262.3	24686.6	19636.5	18537.3	23070.3	24375
O08739	AMPD3_MOUSE	Ampd3	AMP deaminase 3	2392.23		3061.98	4177.37	5330.85	4369.36		2833.8	1868.07	3967.89
O08749	DLDH_MOUSE	Dld	Dihydrolipoyl dehydrogenase, mitochondrial	2465.18	9480.26	2075.75			4830.59		3983.27	3258.08	
O08788	DCTN1_MOUSE	Dctn1	Dynactin subunit 1	88859.5	114366	88029.3	96864	94074.7	95741.8	86456.5	95403.8	84441	88213.2
O08795	GLU2B_MOUSE	Prkcsh	Glucosidase 2 subunit beta	1320.58									
O08807	PRDX4_MOUSE	Prdx4	Peroxiredoxin-4	8048.11	15927.4	16127.6	17841.4	13528.9	15651.1	15022.2	11817.5	14962.4	13516.9
O08808	DIAP1_MOUSE	Diaph1	Protein diaphanous homolog 1	1869.11									5564.25
O08810	U5S1_MOUSE	Eftud2	116 kDa U5 small nuclear ribonucleoprotein component	8360.99	38833.8	25093.6	22526.8	41023.2	21764.8	16414.4	13349.4	14251.4	14185.2
O08842	GFRA2_MOUSE	Gfra2	GDNF family receptor alpha-2	7409.93	16182.4	7661.9	9075.15	7315.79	9255.29	7111.44	9973.91	9234.88	11619
O08908	P85B_MOUSE	Pik3r2	Phosphatidylinositol 3-kinase regulatory subunit beta	632.282									
O08914	FAAH1_MOUSE	Faah	Fatty-acid amide hydrolase 1	1352.63							1491.51		
O08917	FLOT1_MOUSE	Flot1	Flotillin-1	83649.1	63223.5	70964.1	73253.3	65400.2	71099.1	70011.9	83164.6	77422.2	78408.8
O08919	NUMBL_MOUSE	Numbl	Numb-like protein	108605	68850.4	82822.9	77699.7	79564.1	71783.3	78870.3	75474.8	80194.8	75364.6
O08967	CYH3_MOUSE	Cyth3	Cytohesin-3	11566.4	15213.7	10283.4	11729.8	11760.5	9522.33	10129.7	9361.06	10055.4	8701.98
O08989	RASM_MOUSE	Mras	Ras-related protein M-Ras									5324.47	
O08992	SDCB1_MOUSE	Sdcbp	Syntenin-1	15284.4	7991.69	13421.7	10331.5	14189.8	14937.1	14291.3	12470.6	12383	7981.75
O09012	PEX5_MOUSE	Pex5	Peroxisomal targeting signal 1 receptor	6872.6		6439.54	10571.4	14101.2				6683.02	
O09044	SNP23_MOUSE	Snap23	Synaptosomal-associated protein 23	1066.57	2791.13							1084.27	
O09061	PSB1_MOUSE	Psmb1	Proteasome subunit beta type-1	11804.5	21715.9	13477.7	11253.2	12581.2	14323.6	13852	13805.3	12185.3	11015
O09111	NDUBB_MOUSE	Ndufb11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	4095.47	9997.08	5960.11	3639.63	5427.81	5574.84	4823.12	4547.73	4526.43	4932.32
O09117	SYPL1_MOUSE	Sypl1	Synaptophysin-like protein 1	2785.93		4934.05							10363.5
O09160	FUT1_MOUSE	Fut1	Galactoside alpha-(1,2)-fucosyltransferase 1					10540.8		12051.7	7650.21	5653.88	
O09167	RL21_MOUSE	Rpl21	Large ribosomal subunit protein eL21	92935.2	35006.5	70443.5	55608.2	69425.2	57666.2	65059.4	61872.1	67248.9	68064.5
O35066	KIF3C_MOUSE	Kif3c	Kinesin-like protein KIF3C	4165.13		3771.33	5423.99	3646.69	4284.24	3684.2	3947.48	3847.15	5053.71
O35071	KIF1C_MOUSE	Kif1c	Kinesin-like protein KIF1C	2676.8		3179.93		3883.48	3110.48	3859.43	5311.58	4146.74	2805.81
O35083	PLCA_MOUSE	Agpat1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	4400.59	7403.52	5011.04							
O35089	CNIH2_MOUSE	Cnih2	Protein cornichon homolog 2	1705.3		1232.17			2378.4				
O35098	DPYL4_MOUSE	Dpysl4	Dihydropyrimidinase-related protein 4	4058.16	9230.36	3488.75	3253.23	4158.08	4112.01	3829.45	2956.61	2909.77	3992.25
O35099	M3K5_MOUSE	Map3k5	Mitogen-activated protein kinase kinase kinase 5	329.784	1282.61	782.485					419.237		
O35129	PHB2_MOUSE	Phb2	Prohibitin-2	16612.3	28710.3	16961.2	15465.6	18207.3	20259.7	19377.9	20440.4	15442.9	16567.6
O35136	NCAM2_MOUSE	Ncam2	Neural cell adhesion molecule 2	10600.1	16747	11057.3	12301.4	13057	15683.7	10687.6	12238.6	11312.8	11888.9
O35226	PSMD4_MOUSE	Psmd4	26S proteasome non-ATPase regulatory subunit 4	13442.4		45462.7						37874.8	
O35231	KIFC3_MOUSE	Kifc3	Kinesin-like protein KIFC3	1400.41	6117.28	1286.8	2189.76	2297.03	1690.52	1407.19	1300.24	1807.55	1899.02
O35250	EXOC7_MOUSE	Exoc7	Exocyst complex component 7	4394.05	20650.4	5615.31	5420.48	7538.77	6450.17	6725.17	6287.52	6226.56	6672.52
O35286	DHX15_MOUSE	Dhx15	ATP-dependent RNA helicase DHX15	5334.52	18452.2	13658.3	8834.45	21257.8	8706.67	13908.2	5792.18	9012.78	5770.02
O35295	PURB_MOUSE	Purb	Transcriptional regulator protein Pur-beta	131068	52588.2	75025.8	75601.7	75876.2	69401.7	70913.1	72240.3	73146.4	77144.2
O35326	SRSF5_MOUSE	Srsf5	Serine/arginine-rich splicing factor 5	33370.2	23246.1	28053.6	24059	27550.6	24853.4	24356	22947.4	25347.2	24476.4
O35344	IMA4_MOUSE	Kpna3	Importin subunit alpha-4	928.544	2258.15	1975.95	1492.1	3322.44	2015.07	1601.45	1354.53		1051.14
O35345	IMA7_MOUSE	Kpna6	Importin subunit alpha-7	518.682		611.831							
O35350	CAN1_MOUSE	Capn1	Calpain-1 catalytic subunit							11700.4	9414.98		
O35382	EXOC4_MOUSE	Exoc4	Exocyst complex component 4	5418.65	11904.8	5732.64	7274.7	8166.01	6889.84	6511.15	5938.69	6150.35	6497.4
O35387	HAX1_MOUSE	Hax1	HCLS1-associated protein X-1	2436.92	5750.38	1428.36			2494.97				
O35405	PLD3_MOUSE	Pld3	5'-3' exonuclease PLD3	5790.9	10840	6764.66	6984.99	7479.32	6481.87	7736.16	6018.34	5881.51	7123.1
O35425	BOK_MOUSE	Bok	Bcl-2-related ovarian killer protein	357.639		891.637						888.507	
O35449	PRRT1_MOUSE	Prrt1	Proline-rich transmembrane protein 1	13454.2	18936.3	384344	14531.2	673618	13483.1	559178	10663.7	275257	10098.7
O35454	CLCN6_MOUSE	Clcn6	H(+)/Cl(-) exchange transporter 6	3868.68		2730.44	1791.04	3024.81	3556.88	2602.1	2493.69	2861.94	2669.04
O35465	FKBP8_MOUSE	Fkbp8	Peptidyl-prolyl cis-trans isomerase FKBP8	2368.24		1783.07		2244	1900.39	2646.97	1590.67	1974.62	3324.47
O35474	EDIL3_MOUSE	Edil3	EGF-like repeat and discoidin I-like domain-containing protein 3	33313.4	42771.6	30453.1	34965.7	33346.4	36748.8	27295.4	27732.6	30366.5	36482.5
O35495	CDK14_MOUSE	Cdk14	Cyclin-dependent kinase 14	1240.62									
O35526	STX1A_MOUSE	Stx1a	Syntaxin-1A	4388.76	16940.5	5836.81	7807.09	9726.12	7136.92	10635.9	4616.7	6467.2	6258.85
O35593	PSDE_MOUSE	Psmd14	26S proteasome non-ATPase regulatory subunit 14	7502.33	17018.5	8217.98	7309.85	6377.41	8979.86	7076.66	8404.53	8227.87	7525.07
O35621	PMM1_MOUSE	Pmm1	Phosphomannomutase 1	1387.8									
O35625	AXIN1_MOUSE	Axin1	Axin-1	522.855									
O35633	VIAAT_MOUSE	Slc32a1	Vesicular inhibitory amino acid transporter	658.682		1572.35							
O35643	AP1B1_MOUSE	Ap1b1	AP-1 complex subunit beta-1	12227.9	21441.6	11686.5	12862.1	15341.4	10887.1	12450.7	11290.2	11553.4	12112.6
O35658	C1QBP_MOUSE	C1qbp	Complement component 1 Q subcomponent-binding protein, mitochondrial	16584.6	14349.5	16909.6	13367.2	14306.3	16576.2	12140.7	13998.6	17796.4	16027.7
O35668	HAP1_MOUSE	Hap1	Huntingtin-associated protein 1	1051.81									
O35678	MGLL_MOUSE	Mgll	Monoglyceride lipase	1631.3									
O35680	RT12_MOUSE	Mrps12	Small ribosomal subunit protein uS12m	12325.2	424678	54514	91626.5	93441.3	82041.5	96136	62994.4	51233.4	84993.9
O35681	SYT3_MOUSE	Syt3	Synaptotagmin-3	1603.01		2179.94	2930.08		2767.11		2932.71	1754.92	2186.65
O35682	MYADM_MOUSE	Myadm	Myeloid-associated differentiation marker	93014.5	82111.8	79794.4	78060.7	64646.5	74559.6	80063.4	84007.5	80560.3	87278.5
O35691	PININ_MOUSE	Pnn	Pinin	4374.52	21543.5	9942.89	8599.58	14746.5	9015.35	6800.89	6166.43	6841.29	8756.27
O35709	ENC1_MOUSE	Enc1	Ectoderm-neural cortex protein 1	174.29									
O35737	HNRH1_MOUSE	Hnrnph1	Heterogeneous nuclear ribonucleoprotein H	10168.2	13719.8	11270.7	11174	14866.9	8469.79	6806.09	6415.73	7866.22	6592.37
O35864	CSN5_MOUSE	Cops5	COP9 signalosome complex subunit 5	1349.55		1258.97	1430	2443.71	1213.8	1901.14	1273.15	904.822	1179.6
O35874	SATT_MOUSE	Slc1a4	Neutral amino acid transporter A	303.63		521.601						585.527	
O35887	CALU_MOUSE	Calu	Calumenin	826.484					2632.58				
O35926	CD5R2_MOUSE	Cdk5r2	Cyclin-dependent kinase 5 activator 2	371.061					380.89				
O35927	CTND2_MOUSE	Ctnnd2	Catenin delta-2	24842.4	21484.3	19780.6	18683.7	19289.3	19937.2	18353.4	19128	19208.3	18428.3
O35954	PITM1_MOUSE	Pitpnm1	Membrane-associated phosphatidylinositol transfer protein 1	2708.56		3527.79	3488.46	3705.51	2896.58	3502.39	3847.2	3902.41	4053.64
O35972	RM23_MOUSE	Mrpl23	Large ribosomal subunit protein uL23m	3912.56		4364.77	8818.9		6812.81	5422.99	4655.22	4939.98	6788.17
O35988	SDC4_MOUSE	Sdc4	Syndecan-4	8153.8	7070.72	7749.81	7435.27	9141.42	9157.98	8530.35	7640.81	8525.04	8812.88
O54734	OST48_MOUSE	Ddost	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	3369.86	10723.5	5574.66	7757.65	4817.32	5483.93	6486.05	7919.85	3684.39	5151.78
O54774	AP3D1_MOUSE	Ap3d1	AP-3 complex subunit delta-1	8547.62	64220.8	10631.2	14569.5	15340.2	13352.7	14056.1	12024.5	9946.71	12545.8
O54781	SRPK2_MOUSE	Srpk2	SRSF protein kinase 2	29237.5	17254.3	15935	18392.4	15977	16765.2	20084.3	16844.2	17831.3	17202.1
O54784	DAPK3_MOUSE	Dapk3	Death-associated protein kinase 3	25107.2		21696	14163	25380.2	29208	17974.8	12690.9	17723.4	24590.6
O54790	MAFG_MOUSE	Mafg	Transcription factor MafG	103.927				376.336		358.309			
O54824	IL16_MOUSE	Il16	Pro-interleukin-16	696.62									
O54825	BYST_MOUSE	Bysl	Bystin	298.187		366.949						445.506	
O54828	RGS9_MOUSE	Rgs9	Regulator of G-protein signaling 9	1049.31									
O54829	RGS7_MOUSE	Rgs7	Regulator of G-protein signaling 7	8228.91		11698.3	14069.5	14974.2	13491.8	13909.2	11480.8	10038.4	12318.1
O54833	CSK22_MOUSE	Csnk2a2	Casein kinase II subunit alpha'	13108.8	11479.9	17181.8	14794.1	19007.8	15488.2	16353.9	13540.6	15496.2	13575.3
O54865	GCYB1_MOUSE	Gucy1b1	Guanylate cyclase soluble subunit beta-1	4731.73		5810.46	5598.98	5442.18	5959.59	5471.03	5531.62	4907.14	5122.77
O54916	REPS1_MOUSE	Reps1	RalBP1-associated Eps domain-containing protein 1	4851.25	6974.5	5999.8	4610.99	8351.42	5308.44	7615.25	4924.85	5499.54	4847.88
O54931	AKAP2_MOUSE	Pakap	PALM2-AKAP2 fusion protein	48958.9	52928.2	53447.4	48385.8	49416.6	53582.8	54008.3	56578.4	58368.6	56318
O54946	DNJB6_MOUSE	Dnajb6	DnaJ homolog subfamily B member 6	11764.6	14530.7	13658	9997.35	15622.9	10782.9	13448.1	12260	12005.1	10985.4
O54949	NLK_MOUSE	Nlk	Serine/threonine-protein kinase NLK	44184.7		55425.8	58052.9	52088.1	47570.1	63896.6	59700.2	57507	61944.3
O54962	BAF_MOUSE	Banf1	Barrier-to-autointegration factor	15152.9	5617.66	12157.9	6885	19240.5	4098.49	17189.8	2725.8	6767.19	4236.81
O54967	ACK1_MOUSE	Tnk2	Activated CDC42 kinase 1	2956.38		2867.48					1723.85		
O54983	CRYM_MOUSE	Crym	Ketimine reductase mu-crystallin	1038.89	8313.12		1448.94		1008.83		1756.46	1419.12	1255.81
O54984	GET3_MOUSE	Get3	ATPase GET3	844.959									
O54988	SLK_MOUSE	Slk	STE20-like serine/threonine-protein kinase					6523.5					
O54991	CNTP1_MOUSE	Cntnap1	Contactin-associated protein 1	90996.9	69110.8	83275.4	80413.2	73247.3	75675.8	77364.4	84203.8	85294.2	84432.1
O55013	TPPC3_MOUSE	Trappc3	Trafficking protein particle complex subunit 3	8512	8618.43	7628.32	7925.37	6418.42	8159.9	6716.99	7029.12	5237.57	7406.65
O55017	CAC1B_MOUSE	Cacna1b	Voltage-dependent N-type calcium channel subunit alpha-1B	10958.8	20429.5	9102.4	10308.7	11596.2	9548.91	11017.4	10614.8	10044.9	9433.41
O55022	PGRC1_MOUSE	Pgrmc1	Membrane-associated progesterone receptor component 1	3072.54		2903.25	3574.56	5852.17	4745.43		3406.73	3918.2	2303.84
O55023	IMPA1_MOUSE	Impa1	Inositol monophosphatase 1	3091.05	13785.2	5627.62	5136.61		4035.93	6495.2	5279.48	3920.96	4176.74
O55029	COPB2_MOUSE	Copb2	Coatomer subunit beta'	41918.8		102466					137157		
O55033	NCK2_MOUSE	Nck2	Cytoplasmic protein NCK2	1938.35	4107.09	3027.33		3060.35	3520.08	2843.76	3678.84	2275.75	3419.34
O55042	SYUA_MOUSE	Snca	Alpha-synuclein	1682.15		3203.76							
O55057	PDE6D_MOUSE	Pde6d	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	941.254									
O55091	IMPCT_MOUSE	Impact	Protein IMPACT	2621.47		4578.12					2882.78		
O55100	SNG1_MOUSE	Syngr1	Synaptogyrin-1	1286.38	12572.5	3181.87				4956.76	2724.52		2804.84
O55106	STRN_MOUSE	Strn	Striatin	23189.5	22234.3	22402	27206.5	22954.7	27122.7	23297.6	28074.4	24022.5	28940.7
